Comment Number,Comment Content
330,"She should have stopped at state level agencies, California loves exporting their sludge."
331,I&#39;ll save you 8 minutes. She is not.
332,Like to see her win and watch Trump flip out
333,For  Kamal to have a chance of winning she must come out of her school girl personality . <br>When she answers questions it reminds me of my 8 year old daughter . She does not convince me that she could run a Presidency .
334,yes!!!!!!!!!!!!!!!!!!!!!!1 whoop whooop!!!!!!!!!!!!!!!!!!!!
335,Trump2024 🇺🇲 🦅 💪
336,Heres the Hillary clinton saga all over again. When will the Dems learn to offer at least three candidates before nominating a specific one.
337,😂😂😂😂😂 not even close 😂😂😂😂 she is more hated then FJB.
338,WHY IS BIDEN STAYING ON AS PRESIDENT? ISN’T HE INFIRMED? IS IT THAT THEY DINT WANT HARRIS TO HAVE A RECORD AS PRESIDENT?
339,She has integrity!! Something her opponent is clearly missing!
340,Trump is finished 😂😂😂😂
341,"kamala hahahahahhahah, easy day for Trump. Trump defeats her any day"
342,"I feel so betrayed by Biden, Harris and the entire ELECTION CAMPAIGN of these Democrats. 🤬 Harris doesn&#39;t get my vote."
343,There are PLENTY of white voters who can back Harris in 2024!
344,Trump 2024 ❤️others all clowns 🤡
345,WSJ no joke probably has videos for the deaths of Trump and Biden
346,"As a woman, I would never vote for a female candidate who wasn&#39;t the best and strongest fit for the job and NEVER an afterthought due to a prior candidate&#39;s senescence."
347,Delighted kamela Harris is up well done 👍
348,FFFFF this Batch. Trump all day!
349,Harris!!!
350,Harris is stronger than Biden because she’s black
351,Harris is not African American.  She is Indian/Jamaican American
352,And she does not have the character to run!
353,WSJ is owned by Rupert Murdoch. A Republican- MAGA partisan.
354,"Harris is going to be erased in November. Joe would have won. It&#39;s a tragedy for America, Ukraine and the free world. We are going to get a valuable lesson in how useless the polls are.<br>Democratic leadership are just rubbish."
355,She&#39;s got our votes !!!!
356,Kamala is wayy to late in the race; she&#39;s gonna have to pull of several graveyard shifts to match up with Trump&#39;s!!
357,Lmbo!  She was at the bttm when she was running.
358,This is so sick
359,Both Kamala Harris and Joe Biden have served all Americans well in the past and they will continue to do so in the future.<br>Vote Kamala to save USA Democracy
360,She&#39;s Slightly stronger.   She never did her 1 JOB to secure America &#39;s boarders. Never even tried. She is a major FAIL. Many died because of harris.
361,😂😂😂😂😂
362,They’ve really got. To cheet
363,"What a <a href=""http://joke.is/"">joke.Is</a> she celebrating tonight??<br>Is shill ary celebrating tonight?<br>Is obama celebrating tonight?<br>Is michael celebrating tonight?<br>Better really watch your precincts<br>people.They&#39; ve already shown they CAN NOT BE TRUSTED."
364,"Harris is not winning lol, she couldn&#39;t even win her own party let alone finish a primary vote<br><br>If she runs it&#39;ll be cool to see a republican win democratic states for the first time in like a century lol"
365,"Yall smacked down Biden telling him to drop out. Then, you get what you want, and all of a sudden Harris is not the best person? Man, who do yall want? Everyone just complains about who we got over and over again. Can&#39;t win with yall"
366,Trump is actually going to have to speak of his plans and policies now instead of bashing poor Sleepy Joe...whatever will Ye Old Senseless Bully do????
367,Are you kidding me? <br>“Word salad sally” will represent the United States of America???<br>And the world made fun of Biden…..
368,Heels-up/Word Salad Harris 😂😂😂😂
369,😂😂😂😂😂😂😂😂😂😂😂😂😂
370,"She will never WIN..!! This is the first time for the US...Hilary loss against Trump, Harris will get the same..!!"
371,"Stronger than biden, low benchmark. But she is a doozie. Trump home. She has no children. No stake in the future. He has a dynasty. Its over"
372,Trump vs Harris it&#39;s equal to Trump (New England Patriots dynasty) vs. Harris (bad news bears)
373,Poll please…..
374,"<a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a>!"
375,Trumps reaction: 😉😆😆🤣🤣🤣
376,EUA FIRST WOMAN PRESIDENT 💪✨🇺🇸✨❤️💙💫👏✨👏✨
377,Kamala going to do a whole lotta lying and empty promises. She&#39;s going to lay it on thick! And the sheep will eat it up!
378,FJB FKH
379,CONGRATS KAMALA.........DEMS MUST SPEND ON EXPOSRE PF CANADIDATE AS WELL AS PARTY LIKE REPUBLICANS..........20 YOU TUBERS OF REP VS 1 DEMS WITH BIDEN STICKS TO BE CANDIDATE.......FOR VICTORY DEMOCRATS MUST WORK HARD &amp; SPEND MONEY.....MORE MEETINGS ACCREOSS USA......VERY IMPORTANT
380,She’s going to lose.
381,😂😂😂😂
382,"The Democrats will lose if they nominate Kamala Harris as candidate. They must have someone who can retain and blast out the facts, call out Trump’s lies on the spot. She can’t do this."
383,Can let me know any significant change she made for the last decade?
384,Shes not strong  enough to deal with Putin and all other presidents.
385,You have got to be kidding.  She is awful.  Better to pick someone out of the phone book.
386,What pipe are they smoking out of she can&#39;t defeat Donald Trump......TRUMP 2024 MAKE AMERICA GREAT AGAIN AND FJB
387,How is this democratic at all? What a “clever” way to subvert our democracy
388,Kamala is not black nor African American. Stop lying. Trump got this.
389,This could easily be satire if it wasn’t real
390,Harris isn&#39;t anywhere near Obama...
391,Laughing omg this is so dam funny Kamala Harris you have no chance in the world
392,"This comment section is so full of hate, disgust and hopelessness."
393,"Sure, she is a better choice! So is the FENCE POST IN MY FRONT YARD. I &quot;WOOD&quot; vote for it before her."
394,Na she&#39;s not for us 😢😢
395,Hahahahahaha 😂😂😂
396,"No, she is not."
397,Much stronger. Biden dropping out is the worst point thing that could have happened to Trump.
398,That old man stays making bad moves !
399,"NO WAY, KAMALA FOR AMERCANS.  SHE COULD NOT TAKEN CARE OF THE BORDERS. HOW TO LEADER FOR USA? 👎👎👎."
400,Harris? 🤣 She&#39;s good at locking up black folks.
401,Every candidate is of colour.
402,"She has the best chance to win against Trump (her and Gretchen Whitmer as VP). It is time for the people of the United States to show some fairness and elect a very qualified (woman) President. That would be historic and will truly be exemplary to the world. Just on the basis of a non foul-mouthing, non-vulgar Presidential candidate (and serving as VP for four years), she should be the choice for President."
