Comment Number,Comment Content,Processed comments
215,"Kamala Harris graduated from a low-ranked public law school in 1989. She then failed the Bar exam (which is needed to be a licensed attorney). She finally was accepted by the California Bar a year later and IMMEDIATELY appointed as the Deputy District Attorney for Alameda County (in Oakland, California). She had no law experience. So, why did she get appointed? It turns out that she was having an affair with the Mayor of Oakland, Willie Brown. Mr. Brown went on to a statewide office in California. Kamala Harris went with him and was appointed to two different statewide offices (paid by taxpayers). She was NEVER qualified for any office or role.",kamala harris graduated lowranked public law school failed bar exam needed licensed attorney finally accepted california bar year later immediately appointed deputy district attorney alameda county oakland california law experience get appointed turn affair mayor oakland willie brown mr brown went statewide office california kamala harris went appointed two different statewide office paid taxpayer never qualified office role
216,"President Trump is brave, courageous, and stands up for Americans FIRST.",president trump brave courageous stand american first
217,Giggles now? Hahaha!!! Stronger candidate? What has she done?,giggle hahaha stronger candidate done
218,"At least Harris is younger. I was so sick and tired of having old geezers running the country. No disrespect, but in wartime I want someone who can thick quick!",least harris younger sick tired old geezer running country disrespect wartime want someone thick quick
219,You guys are fast!,guy fast
220,Trump is already the president <br>There is no race its been over for awhile,trump already president race awhile
221,Disaster on the rise......,disaster rise
222,Kamala!!!,kamala
223,Kamala for POTUS 🤍🤍🇺🇸🇺🇸🇺🇸🥹 ( African Indian American Women ) Reminder ☺️,kamala potus african indian american woman reminder
224,What CAN BE unburdened by what has been...,unburdened
225,"With Kamala Harris, would Democrats bet against the history of sexism and racism in the US?",kamala harris would democrat bet history sexism racism u
226,"RFK jr has better more exciting policies, she’s part of what’s been happening already. She is just as beholden to the military industrial complex. <br>Give Kennedy’s policy a listening to.",rfk jr better exciting policy part happening already beholden military industrial complex give kennedy policy listening
227,Biden was better than Harris,biden better harris
228,I don’t get it he’s too Alzheimer’s to run for reelection but not too Alzheimer’s to have the nuclear codes ?,get alzheimers run reelection alzheimers nuclear code
229,"It&#39;s interesting how all Dems will claim that Rep don&#39;t want women to have the right to good health care as that is simple a big false statement on their part &amp; if Dems would bother really listening to the other side they would know this, but of course they will never really listen to other side, because they have to make people believe that what they say is actually real &amp; not Rep by making things up to suit the narrative they want people to go with even if it&#39;s false",interesting dems claim rep want woman right good health care simple big false statement part dems would bother really listening side would know course never really listen side make people believe say actually real rep making thing suit narrative want people go even false
230,What? Kamala as President? 😂🤣 One joke after another?,kamala president one joke another
231,Stop the cap!!!!!,stop cap
232,An True American vs An Indian American. Let&#39;s go.,true american v indian american let u go
233,We need a  new AG too !!!,need new ag
235,Harris could find Africa on a map.,harris could find africa map
236,Good timing lol,good timing lol
237,"What can be , unburden by what has been .",unburden
238,"Cackling Kamala, a stronger candidate? I can&#39;t stop laughing.",cackling kamala stronger candidate not stop laughing
239,I doubt it would happen but can you give a rundown if she picks Hilary Clinton as her vice,doubt would happen give rundown pick hilary clinton vice
240,Kackeling Kamalalalama vs. Trump? Seriously?,kackeling kamalalalama v trump seriously
241,We need a Jimmy Carter candidate so bad,need jimmy carter candidate bad
242,Also I feel Biden still needs to campaign for Harris.,also feel biden still need campaign harris
243,"The democRATS will blame everything on Weekend at Bernie&#39;s!  LOL, how she communicates, she is as good as Weekend at Bernie&#39;s!",democrat blame everything weekend bernies lol communicates good weekend bernies
244,She jailed tons of people for simple marijuana charges. Sure you can say it’s the law and it shouldn’t have been broken ect but being jailed over a few grams of weed and having your life thrown out of wack?? <br><br>I’ll take trump.,jailed ton people simple marijuana charge sure say law broken ect jailed gram weed life thrown wack take trump
245,Women don&#39;t like her.,woman
246,Trump has proved... he can beat woman,trump proved beat woman
247,They want Obama back so bad lol,want obama back bad lol
248,"Now, the author of the invasion of over 10 million illegals  at the border is in display now.🚫🚩🚫🚩🚫",author invasion million illegals border display
249,😂strong🤣🤣she can’t even speak,strongshe not even speak
250,"Perfect time tp heal the country, get a conservative republican such as Romney or Paul Ryan as a VP. Time for the country to come back together.",perfect time tp heal country get conservative republican romney paul ryan vp time country come back together
252,Never,never
253,She&#39;s even worse than Joe!!!,even worse joe
254,She won. Let&#39;s see what the future holds.,let u see future hold
255,"Harris it&#39;s you that doesn&#39;t have the character to be president, Trump has a lot more than you ever would",harris character president trump lot ever would
