Comment Number,Comment Content,Processed comments
220,Biden ran for president so Trump would not get the job. Not because he is capable. Good to know..,biden ran president trump would not get job not capable good know
221,"We don&#39;t need to &quot;significantly increase &quot; -biden , ANYTHING <br> we are being bent over in every way shape and form it&#39;s horrible .<br> Our families are struggling!! <br> <a href=""http://www.youtube.com/results?search_query=%23trump2025"">#Trump2025</a>!!!!",not need significantly increase biden anything bent every way shape form horrible family struggling trump
222,"Trump must be intelligent to be able to focus on what Biden is saying and decipher it without loosing focus.  <br><br>Biden actually is a lot more intelligible than I was expecting, but he still fumbles his words so often that it is difficult to track what he is saying.",trump must intelligent able focus biden saying decipher without loosing focus biden actually lot intelligible expecting still fumble word often difficult track saying
223,RIDICULOUS!!! They are barely answering any of the questions!!! LORD HAVE MERCY ON AMERICA!!! WE BETTER PRAY!!!😕💯🙏🏽🙏🏽🙏🏽,ridiculous barely answering question lord mercy america better pray
224,Let&#39;s go TRUMP!,let u go trump
225,Inflation is killing black and hispanic families! And he caused the inflation! Go Trump!❤,inflation killing black hispanic family caused inflation go trump
226,Gumpy old men &quot; 2.0<br>Food stamps &amp; porn stars,gumpy old men food stamp porn star
227,trump went to Israel - to pray at the wailing wall ( the western wall ) - in May of 2017 -- it&#39;s on the dumb phone - trump makes it clear - what side his bread is buttered on;-    trump also makes it clear to the American People -- that he does not represent the best interests of the American People -- Dale Cameron -----,trump went israel pray wailing wall western wall may dumb phone trump make clear side bread buttered trump also make clear american people not represent best interest american people dale cameron
228,Biden amen so help as god in your way,biden amen help god way
229,Why does Trump look like the joker when he smiles?,trump look like joker smile
230,Just look at biden 😂😂 he read from a tv screen 😂😂😂😂 just look at his eyes,look biden read tv screen look eye
231,I feel like Biden argues like back in the old days. Where you could say anything because people didn’t have easy enough access to internet,feel like biden argues like back old day could say anything people not easy enough access internet
232,Save America for Christ sakes Trump can save America save children from being attacked by illegals God,save america christ sake trump save america save child attacked illegals god
233,Chicken &amp; dumplings is Asian ravioli 🫏,chicken dumpling asian ravioli
234,"All you families paying more for your childcare than your rent is... Don&#39;t worry that general was fired. And those of you struggling with crippling addiction rest easy knowing Biden is afraid of China. Women afraid of losing your rights? &quot;Covid, I skibidi.. Generalized persons put in place&quot; - Joe Biden 🤦 God help us all Though it is refreshing to see that we&#39;re not at each other&#39;s throats in the comments anymore...I will say that.",family paying childcare rent not worry general fired struggling crippling addiction rest easy knowing biden afraid china woman afraid losing right covid skibidi generalized person put place joe biden god help u though refreshing see not others throat comment anymorei say
235,Where is Robert F Kennedy <br>It’s a clear election fraud!,robert f kennedy clear election fraud
236,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=706"">11:46</a> Biden stumblessssss when answeringgg😮",biden stumble answeringgg
237,I been trying to get an Appt in the V.A since covid..,trying get appt va since covid
238,Looking for stand up comedy online and ended up here. Best one so far 😂,looking stand comedy online ended best one far
239,What Bidens family is doing to him it’s sad. This man is confused sad and alone. He needs to be home. He’ll have a stroke. Donald’s actually being nice to him.,bidens family sad man confused sad alone need home stroke donalds actually nice
240,"After the bombing Belgrad, no one will doubt who Biden really is",bombing belgrad one doubt biden really
241,"Biden might have been attacked with a DEW, directed energy weapon and not even known + they are scaleable and sometimes feel to me like getting 50 IQ points subtracted - but 30 would do here.",biden might attacked dew directed energy weapon not even known scaleable sometimes feel like getting iq point subtracted would
242,P.trump Ok❤,ptrump ok
243,aren&#39;t there any younger ppl than these two in the states? why have to chose from 2 who are in their 90&#39;s or close to?,not younger people two state chose close
244,i start to belive trump making south park cartman voice at somepoint lol,start belive trump making south park cartman voice somepoint lol
245,Joe Biden number one number two number three,joe biden number one number two number three
247,"Joe Biden - &quot;Hi folks,how are you ?&quot;- Famous words before disaster lol",joe biden hi folkshow famous word disaster lol
248,"Monty Brewster/Richard Pryor had the right idea in running &quot;None Of The Above&quot; in Brewster&#39;s Millions in 1985 when running for NYC Mayor. Because that&#39;s what I should vote for in November <a href=""http://www.youtube.com/results?search_query=%23noneoftheabove"">#noneoftheabove</a> <a href=""http://www.youtube.com/results?search_query=%23uncommitted"">#uncommitted</a>. That or write in Angela Rayner or Rachel Reeves from The Labour Party🇬🇧 for POTUS",monty brewsterrichard pryor right idea running none brewsters million running nyc mayor vote november noneoftheabove uncommitted write angela rayner rachel reef labour party potus
